chiN,fA,tau,density_profile,density_image,normalized_fft,dot_product_vector,dot_cluster
33.137111,0.243243,0.886364,[0.99355999 0.99245336 0.98820458 ... 0.98219808 0.98979204 0.99245336],"[[0.99355999 0.99245336 0.98820458 ... 0.9769517  0.98820458 0.99245336]
 [0.99245336 0.99245336 0.98979204 ... 0.96266858 0.98219808 0.98979204]
 [0.98820458 0.98979204 0.98820458 ... 0.92872965 0.96678067 0.98219808]
 ...
 [0.9769517  0.96266858 0.92872965 ... 0.9769517  0.98219808 0.98219808]
 [0.98820458 0.98219808 0.96678067 ... 0.98219808 0.98820458 0.98979204]
 [0.99245336 0.98979204 0.98219808 ... 0.98219808 0.98979204 0.99245336]]","[[ 0.65094454+0.00000000e+00j  0.28056474-6.39662423e-19j
   0.05297531-2.37323096e-18j ... -0.02633395-5.18714403e-18j
   0.05297531-1.82449557e-18j  0.28056474+5.39925451e-19j]
 [ 0.28056474+6.17172309e-18j  0.1077587 -4.36401352e-18j
  -0.01587011+2.95021820e-19j ... -0.01587011-1.78729659e-18j
   0.1077587 +3.38976911e-20j  0.28056474+7.44934890e-20j]
 [ 0.05297531-1.41213198e-18j -0.01587011-3.32286311e-18j
  -0.02302288+1.34215374e-18j ... -0.01587011+1.26221405e-18j
   0.05297531-2.37449742e-18j  0.1077587 -1.40368556e-18j]
 ...
 [-0.02633395-1.87180136e-18j -0.01587011-4.16940710e-18j
  -0.01587011+6.86184364e-19j ...  0.00538123+6.19847282e-19j
  -0.0029907 -1.36648859e-18j -0.02045838-6.65215473e-18j]
 [ 0.05297531-1.01521653e-18j  0.1077587 -5.72031189e-19j
   0.05297531-2.97703322e-18j ... -0.0029907 -2.23864050e-18j
  -0.02302288+1.73995701e-18j -0.01587011+1.12066603e-18j]
 [ 0.28056474-6.17172309e-18j  0.28056474+1.42156110e-18j
   0.1077587 -4.80957658e-18j ... -0.02045838-4.57936682e-18j
  -0.01587011-1.09422199e-19j  0.1077587 -1.16011438e-18j]]",[0.8530473  0.44415629 0.74708091 0.47650239 0.65094453],1
31.703956,0.228972,0.955556,[0.99814895 0.99776126 0.99622008 ... 0.99388911 0.99680658 0.99776126],"[[0.99814895 0.99776126 0.99622008 ... 0.99171763 0.99622008 0.99776126]
 [0.99776126 0.99776126 0.99680658 ... 0.98527684 0.99388911 0.99680658]
 [0.99622008 0.99680658 0.99622008 ... 0.96761528 0.98720531 0.99388911]
 ...
 [0.99171763 0.98527684 0.96761528 ... 0.99171763 0.99388911 0.99388911]
 [0.99622008 0.99388911 0.98720531 ... 0.99388911 0.99622008 0.99680658]
 [0.99776126 0.99680658 0.99388911 ... 0.99388911 0.99680658 0.99776126]]","[[ 0.58639606+0.00000000e+00j  0.30291788+2.74151684e-18j
   0.04572838-1.13831705e-18j ... -0.03507349-5.79776753e-18j
   0.04572838-1.14870550e-18j  0.30291788-2.75887081e-18j]
 [ 0.30291788+7.88702348e-19j  0.10277388+5.95038146e-18j
  -0.02568356-8.47825553e-20j ... -0.02568356-1.04692615e-18j
   0.10277388-4.79194370e-18j  0.30291788+1.46684922e-18j]
 [ 0.04572838-1.29390714e-18j -0.02568356+7.89949750e-18j
  -0.02707953-1.43272760e-18j ... -0.02568356+2.35499669e-18j
   0.04572838-1.46089340e-18j  0.10277388+2.21054366e-18j]
 ...
 [-0.03507349-1.12601464e-17j -0.02568356-5.67828349e-18j
  -0.02568356+1.65327641e-18j ...  0.00864957+1.75639938e-18j
   0.00074118-1.65311987e-18j -0.02303499-1.26492554e-17j]
 [ 0.04572838-6.58015853e-19j  0.10277388-3.35633030e-18j
   0.04572838-1.98712934e-18j ...  0.00074118-5.03980179e-19j
  -0.02707953-3.97893899e-19j -0.02568356-8.12276824e-18j]
 [ 0.30291788-4.53716147e-18j  0.30291788-4.19142367e-18j
   0.10277388-2.06170330e-18j ... -0.02303499-4.09717293e-18j
  -0.02568356+2.05155437e-18j  0.10277388-6.93955817e-18j]]",[0.83989796 0.39841783 0.70531431 0.42445405 0.58639606],1
17.791719,0.3125,0.964286,[0.98748817 0.98636281 0.9824742  ... 0.97769788 0.98386121 0.98636281],"[[0.98748817 0.98636281 0.9824742  ... 0.97393474 0.9824742  0.98636281]
 [0.98636281 0.98636281 0.98386121 ... 0.96478711 0.97769788 0.98386121]
 [0.9824742  0.98386121 0.9824742  ... 0.9461538  0.96730112 0.97769788]
 ...
 [0.97393474 0.96478711 0.9461538  ... 0.97393474 0.97769788 0.97769788]
 [0.9824742  0.97769788 0.96730112 ... 0.97769788 0.9824742  0.98386121]
 [0.98636281 0.98386121 0.97769788 ... 0.97769788 0.98386121 0.98636281]]","[[ 7.10964536e-01+0.00000000e+00j  2.79603102e-01-5.36412901e-19j
   2.66457473e-05-4.76928471e-19j ... -2.15904668e-02-6.89688690e-18j
   2.66457473e-05+5.04484912e-19j  2.79603102e-01-7.25422411e-20j]
 [ 2.79603102e-01+4.44672965e-18j  4.55228017e-02+3.80393915e-19j
  -2.74311057e-02-5.42159975e-19j ... -2.74311057e-02-2.83174326e-18j
   4.55228017e-02-1.34254703e-18j  2.79603102e-01-4.54249869e-18j]
 [ 2.66457473e-05-1.49465374e-20j -2.74311057e-02+3.88203070e-18j
  -7.16773417e-03+8.82420050e-19j ... -2.74311057e-02+1.84618985e-19j
   2.66457473e-05-5.02686630e-19j  4.55228017e-02-1.68006807e-18j]
 ...
 [-2.15904668e-02-2.56932170e-18j -2.74311057e-02-6.82662584e-18j
  -2.74311057e-02+9.26629992e-19j ...  1.55605445e-03+2.10840048e-18j
   4.90764328e-03-1.21147024e-18j -3.91250473e-03-1.08971259e-17j]
 [ 2.66457473e-05-1.99443348e-20j  4.55228017e-02-2.55194880e-18j
   2.66457473e-05+4.13187027e-19j ...  4.90764328e-03-2.34504960e-18j
  -7.16773417e-03-1.79015578e-19j -2.74311057e-02-4.98308701e-19j]
 [ 2.79603102e-01-6.69666111e-19j  2.79603102e-01-1.48751635e-18j
   4.55228017e-02-1.11971755e-18j ... -3.91250473e-03-7.80002829e-18j
  -2.74311057e-02+1.36362194e-18j  4.55228017e-02-3.33941270e-19j]]",[0.94225375 0.58518081 0.82960172 0.59692567 0.71096454],1
33.976907,0.352632,0.932203,[0.99947685 0.99938727 0.99905779 ... 0.99862059 0.99917817 0.99938727],"[[0.99947685 0.99938727 0.99905779 ... 0.99825515 0.99905779 0.99938727]
 [0.99938727 0.99938727 0.99917817 ... 0.99729484 0.99862059 0.99917817]
 [0.99905779 0.99917817 0.99905779 ... 0.99501108 0.99757145 0.99862059]
 ...
 [0.99825515 0.99729484 0.99501108 ... 0.99825515 0.99862059 0.99862059]
 [0.99905779 0.99862059 0.99757145 ... 0.99862059 0.99905779 0.99917817]
 [0.99938727 0.99917817 0.99862059 ... 0.99862059 0.99917817 0.99938727]]","[[ 7.05743632e-01+0.00000000e+00j  2.75242372e-01-4.19060456e-19j
  -2.02579535e-02+4.46424137e-19j ... -2.89846383e-02-6.39819538e-18j
  -2.02579535e-02+1.30125673e-18j  2.75242372e-01+1.91085407e-18j]
 [ 2.75242372e-01+4.72570630e-18j  3.57046180e-02-2.02037482e-18j
  -4.66609353e-02-1.02710033e-18j ... -4.66609353e-02-2.69381297e-19j
   3.57046180e-02+5.99036332e-19j  2.75242372e-01-4.52866737e-18j]
 [-2.02579535e-02+7.17751048e-19j -4.66609353e-02+4.78559305e-19j
   6.96872999e-04+2.82884848e-19j ... -4.66609353e-02+1.93815738e-18j
  -2.02579535e-02+5.32744300e-19j  3.57046180e-02+2.56976584e-19j]
 ...
 [-2.89846383e-02-4.66425737e-18j -4.66609353e-02+3.15090954e-18j
  -4.66609353e-02+4.65485092e-18j ... -2.08859540e-03+2.17411700e-18j
   1.33078500e-02-1.02435608e-18j  5.72687275e-03-1.01637714e-17j]
 [-2.02579535e-02+4.58241349e-19j  3.57046180e-02+2.39831465e-19j
  -2.02579535e-02+9.88506283e-19j ...  1.33078500e-02-2.67901628e-18j
   6.96872999e-04-5.08006826e-19j -4.66609353e-02+1.40005937e-18j]
 [ 2.75242372e-01-2.12184836e-18j  2.75242372e-01+4.28455568e-18j
   3.57046180e-02-7.03231852e-19j ...  5.72687275e-03-7.98631587e-18j
  -4.66609353e-02-1.01162870e-18j  3.57046180e-02+2.34585706e-18j]]",[0.94480764 0.59524784 0.82238394 0.60425469 0.70574364],1
29.236311,0.330357,0.76,[0.97062387 0.96860818 0.96200262 ... 0.95448642 0.96430104 0.96860818],"[[0.97062387 0.96860818 0.96200262 ... 0.94892125 0.96200262 0.96860818]
 [0.96860818 0.96860818 0.96430104 ... 0.93633777 0.95448642 0.96430104]
 [0.96200262 0.96430104 0.96200262 ... 0.91342224 0.93967694 0.95448642]
 ...
 [0.94892125 0.93633777 0.91342224 ... 0.94892125 0.95448642 0.95448642]
 [0.96200262 0.95448642 0.93967694 ... 0.95448642 0.96200262 0.96430104]
 [0.96860818 0.96430104 0.95448642 ... 0.95448642 0.96430104 0.96860818]]","[[ 7.49425298e-01+0.00000000e+00j  2.65868645e-01-2.74127035e-19j
  -6.07128427e-03+4.56913335e-19j ... -1.44935244e-02-5.36045119e-18j
  -6.07128427e-03+4.51700873e-19j  2.65868645e-01-1.30536256e-18j]
 [ 2.65868645e-01+3.81825961e-18j  3.28876561e-02-3.04235209e-19j
  -2.22301893e-02+1.77056847e-20j ... -2.22301893e-02+9.12572069e-19j
   3.28876561e-02-2.44186305e-19j  2.65868645e-01+4.06739140e-19j]
 [-6.07128427e-03+1.13881699e-19j -2.22301893e-02+7.42725702e-20j
  -3.09824518e-03+6.09109479e-21j ... -2.22301893e-02+1.69515291e-18j
  -6.07128427e-03+2.36642297e-19j  3.28876561e-02+3.06313072e-18j]
 ...
 [-1.44935244e-02-4.71702535e-18j -2.22301893e-02+1.95992432e-18j
  -2.22301893e-02+1.74697000e-18j ...  4.39463646e-04+1.01886465e-18j
   3.20836879e-03-2.04404609e-18j -8.72589623e-04-3.02299093e-18j]
 [-6.07128427e-03+1.16772372e-19j  3.28876561e-02-1.77415171e-18j
  -6.07128427e-03+3.25696384e-19j ...  3.20836879e-03-6.98128573e-19j
  -3.09824518e-03+7.55616060e-20j -2.22301893e-02+2.80353500e-18j]
 [ 2.65868645e-01-2.02919374e-19j  2.65868645e-01-5.29508650e-18j
   3.28876561e-02-9.27710631e-19j ... -8.72589623e-04-5.88480375e-18j
  -2.22301893e-02+1.06514909e-18j  3.28876561e-02+7.84615255e-19j]]",[0.9590379  0.63391966 0.86200658 0.64430178 0.7494253 ],1
32.746335,0.36413,0.95082,[0.99964055 0.9995821  0.99938012 ... 0.99911795 0.99945375 0.9995821 ],"[[0.99964055 0.9995821  0.99938012 ... 0.99889803 0.99938012 0.9995821 ]
 [0.9995821  0.9995821  0.99945375 ... 0.99832449 0.99911795 0.99945375]
 [0.99938012 0.99945375 0.99938012 ... 0.99697587 0.99848944 0.99911795]
 ...
 [0.99889803 0.99832449 0.99697587 ... 0.99889803 0.99911795 0.99911795]
 [0.99938012 0.99911795 0.99848944 ... 0.99911795 0.99938012 0.99945375]
 [0.9995821  0.99945375 0.99911795 ... 0.99911795 0.99945375 0.9995821 ]]","[[ 0.70317123+0.00000000e+00j  0.27671953+2.41752765e-18j
  -0.03166638+5.96443521e-20j ... -0.02480189-7.74546642e-18j
  -0.03166638+4.66988797e-20j  0.27671953-1.21528603e-18j]
 [ 0.27671953+1.71496528e-18j  0.02152347-8.89738064e-19j
  -0.04635215-3.84957779e-19j ... -0.04635215-3.78104976e-18j
   0.02152347-1.25843867e-19j  0.27671953-7.89305718e-18j]
 [-0.03166638+4.86139250e-19j -0.04635215+7.99781589e-18j
   0.00695809-2.16719034e-19j ... -0.04635215+3.64040087e-18j
  -0.03166638+5.81506851e-19j  0.02152347+8.71278853e-18j]
 ...
 [-0.02480189-5.41979167e-18j -0.04635215-1.48672163e-18j
  -0.04635215+5.61439076e-19j ... -0.00519175+4.76160704e-18j
   0.01253711-2.68427665e-19j  0.01121868-1.43155402e-17j]
 [-0.03166638+4.85899163e-19j  0.02152347-6.79899579e-18j
  -0.03166638+3.98291637e-19j ...  0.01253711-3.31991360e-19j
   0.00695809-1.43991343e-19j -0.04635215-9.63353558e-18j]
 [ 0.27671953-3.70397999e-18j  0.27671953+5.23538441e-18j
   0.02152347-1.42958975e-18j ...  0.01121868-5.60434873e-18j
  -0.04635215+2.82630791e-18j  0.02152347-1.72433041e-18j]]",[0.95598164 0.61309773 0.82797174 0.61628698 0.70317124],1
21.802225,0.27027,0.847826,[0.90187975 0.89477237 0.87177521 ... 0.8463734  0.87971618 0.89477237],"[[0.90187975 0.89477237 0.87177521 ... 0.82820049 0.87177521 0.89477237]
 [0.89477237 0.89477237 0.87971618 ... 0.78927064 0.8463734  0.87971618]
 [0.87177521 0.87971618 0.87177521 ... 0.72604718 0.79930058 0.8463734 ]
 ...
 [0.82820049 0.78927064 0.72604718 ... 0.82820049 0.8463734  0.8463734 ]
 [0.87177521 0.8463734  0.79930058 ... 0.8463734  0.87177521 0.87971618]
 [0.89477237 0.87971618 0.8463734  ... 0.8463734  0.87971618 0.89477237]]","[[ 8.03613632e-01+0.00000000e+00j  2.27046444e-01+2.81180088e-18j
   3.89313777e-02-6.11201254e-19j ... -5.63922626e-03-4.12739371e-18j
   3.89313777e-02-5.43581128e-19j  2.27046444e-01-4.20203647e-18j]
 [ 2.27046444e-01+3.24924466e-18j  7.62249504e-02+5.25441645e-19j
   2.73030821e-04+2.17668785e-19j ...  2.73030821e-04-1.06783194e-18j
   7.62249504e-02-1.40727063e-18j  2.27046444e-01-7.05958519e-18j]
 [ 3.89313777e-02-4.52326404e-19j  2.73030821e-04-2.11324760e-18j
  -6.11963216e-03+9.56827222e-19j ...  2.73030821e-04+4.53485678e-19j
   3.89313777e-02-1.97454384e-18j  7.62249504e-02+1.26260088e-18j]
 ...
 [-5.63922626e-03-8.00058190e-18j  2.73030821e-04-1.42558475e-18j
   2.73030821e-04+4.05249334e-19j ...  1.52482469e-04+2.01042406e-20j
  -1.93381905e-03-1.05896570e-18j -5.67215832e-03-5.78061208e-18j]
 [ 3.89313777e-02-7.68479205e-19j  7.62249504e-02+2.22122105e-19j
   3.89313777e-02-1.57594185e-18j ... -1.93381905e-03-1.52489600e-18j
  -6.11963216e-03+9.54801789e-19j  2.73030821e-04+2.86196086e-18j]
 [ 2.27046444e-01-7.70706528e-18j  2.27046444e-01+3.14325125e-18j
   7.62249504e-02-5.25506552e-18j ... -5.67215832e-03-4.21840736e-18j
   2.73030821e-04+2.56409930e-19j  7.62249504e-02+8.69963605e-19j]]",[0.91015207 0.61436573 0.86575631 0.64708096 0.80361363],1
33.260616,0.353211,0.773585,[0.98716217 0.98613561 0.98276969 ... 0.9789215  0.98394188 0.98613561],"[[0.98716217 0.98613561 0.98276969 ... 0.9760507  0.98276969 0.98613561]
 [0.98613561 0.98613561 0.98394188 ... 0.96947464 0.9789215  0.98394188]
 [0.98276969 0.98394188 0.98276969 ... 0.95713454 0.97123352 0.9789215 ]
 ...
 [0.9760507  0.96947464 0.95713454 ... 0.9760507  0.9789215  0.9789215 ]
 [0.98276969 0.9789215  0.97123352 ... 0.9789215  0.98276969 0.98394188]
 [0.98613561 0.98394188 0.9789215  ... 0.9789215  0.98394188 0.98613561]]","[[ 0.73177137+0.00000000e+00j  0.27328526+4.48469831e-18j
  -0.0243835 -2.77643940e-19j ... -0.01357864-4.94523022e-18j
  -0.0243835 -2.42269616e-19j  0.27328526-5.43056570e-18j]
 [ 0.27328526-2.98414909e-18j  0.01497846-1.55846621e-18j
  -0.02798416+1.49095616e-18j ... -0.02798416-5.19932363e-19j
   0.01497846-4.81098628e-19j  0.27328526-3.01278088e-18j]
 [-0.0243835 +5.19615422e-19j -0.02798416+1.27072426e-18j
   0.00232076-1.08028594e-19j ... -0.02798416+4.58280514e-19j
  -0.0243835 +1.47666354e-18j  0.01497846-1.59685121e-19j]
 ...
 [-0.01357864-1.02181024e-17j -0.02798416+3.83482863e-18j
  -0.02798416+4.54020472e-19j ... -0.00118932-9.48519242e-19j
   0.00461644-1.51234711e-18j  0.00455761-5.96285996e-18j]
 [-0.0243835 +2.77167133e-19j  0.01497846-4.82010956e-18j
  -0.0243835 +2.07224445e-18j ...  0.00461644-1.62596120e-18j
   0.00232076+3.95458038e-20j -0.02798416+7.54655562e-18j]
 [ 0.27328526+1.20121538e-18j  0.27328526-2.29916827e-18j
   0.01497846-7.76722956e-20j ...  0.00455761-5.71906589e-18j
  -0.02798416+3.01188215e-18j  0.01497846+1.58478905e-18j]]",[0.97113721 0.64585164 0.85882615 0.64721571 0.73177137],1
18.867402,0.264151,0.916667,[0.94195001 0.93690529 0.92001174 ... 0.90039163 0.92594156 0.93690529],"[[0.94195001 0.93690529 0.92001174 ... 0.88577077 0.92001174 0.93690529]
 [0.93690529 0.93690529 0.92594156 ... 0.85290835 0.90039163 0.92594156]
 [0.92001174 0.92594156 0.92001174 ... 0.79533021 0.86157263 0.90039163]
 ...
 [0.88577077 0.85290835 0.79533021 ... 0.88577077 0.90039163 0.90039163]
 [0.92001174 0.90039163 0.86157263 ... 0.90039163 0.92001174 0.92594156]
 [0.93690529 0.92594156 0.90039163 ... 0.90039163 0.92594156 0.93690529]]","[[ 0.75226963+0.00000000e+00j  0.25339815+5.01139385e-18j
   0.03783376-4.79648135e-19j ... -0.01064645-4.34109336e-18j
   0.03783376-7.99024240e-19j  0.25339815-6.33330488e-18j]
 [ 0.25339815-5.56888000e-18j  0.07930109+4.33548112e-18j
  -0.0048601 -8.42071445e-19j ... -0.0048601 -1.85952593e-18j
   0.07930109+8.28890355e-19j  0.25339815+9.27938220e-18j]
 [ 0.03783376-9.67084687e-19j -0.0048601 +2.88236720e-18j
  -0.00928034+3.11855274e-19j ... -0.0048601 -5.61201334e-19j
   0.03783376-7.98032450e-19j  0.07930109-3.15491177e-19j]
 ...
 [-0.01064645-6.01416541e-18j -0.0048601 -1.14252164e-18j
  -0.0048601 +1.39143634e-18j ...  0.00084761-1.71674441e-18j
  -0.00186645-2.19894810e-18j -0.00823905-2.65922344e-19j]
 [ 0.03783376-8.43903116e-19j  0.07930109-2.15354996e-18j
   0.03783376-2.01559029e-18j ... -0.00186645-2.10657269e-18j
  -0.00928034+1.65841519e-18j -0.0048601 -5.78988202e-19j]
 [ 0.25339815+4.65757854e-18j  0.25339815-4.94661452e-18j
   0.07930109-2.66734708e-18j ... -0.00823905-4.35419640e-18j
  -0.0048601 +7.26457402e-20j  0.07930109-4.65389764e-18j]]",[0.90864659 0.56929564 0.83571134 0.59754915 0.75226963],1
33.538221,0.244094,0.638889,[0.92931168 0.92478265 0.91004226 ... 0.8934889  0.91515229 0.92478265],"[[0.92931168 0.92478265 0.91004226 ... 0.88140378 0.91004226 0.92478265]
 [0.92478265 0.92478265 0.91515229 ... 0.85465432 0.8934889  0.91515229]
 [0.91004226 0.91515229 0.91004226 ... 0.80811236 0.86166788 0.8934889 ]
 ...
 [0.88140378 0.85465432 0.80811236 ... 0.88140378 0.8934889  0.8934889 ]
 [0.91004226 0.8934889  0.86166788 ... 0.8934889  0.91004226 0.91515229]
 [0.92478265 0.91515229 0.8934889  ... 0.8934889  0.91515229 0.92478265]]","[[ 6.91857555e-01+0.00000000e+00j  2.84010942e-01+3.98235066e-18j
   2.66485447e-02-5.34445764e-19j ... -1.41140005e-02-5.73927713e-18j
   2.66485447e-02-5.27624594e-19j  2.84010942e-01-1.40612420e-18j]
 [ 2.84010942e-01+1.22099028e-18j  6.93522445e-02-8.80551496e-19j
  -1.23981845e-02-1.55541226e-19j ... -1.23981845e-02-1.59075650e-18j
   6.93522445e-02+6.45201624e-19j  2.84010942e-01-4.13797624e-18j]
 [ 2.66485447e-02-3.52900004e-19j -1.23981845e-02-8.28313678e-19j
  -8.98269377e-03-2.72941863e-19j ... -1.23981845e-02-4.36095505e-19j
   2.66485447e-02-1.59288213e-18j  6.93522445e-02-1.87636452e-18j]
 ...
 [-1.41140005e-02-7.92894655e-18j -1.23981845e-02-4.78429198e-18j
  -1.23981845e-02+3.83320951e-19j ...  1.32827973e-03-1.49471660e-18j
   6.71430636e-05-3.24745142e-19j -7.14324336e-03-1.37645549e-17j]
 [ 2.66485447e-02-4.51620216e-19j  6.93522445e-02-6.79360057e-19j
   2.66485447e-02-1.08986757e-18j ...  6.71430636e-05-1.75002857e-18j
  -8.98269377e-03-5.25038191e-19j -1.23981845e-02+4.38527428e-19j]
 [ 2.84010942e-01-4.53411745e-18j  2.84010942e-01+8.17543914e-19j
   6.93522445e-02-1.32879382e-18j ... -7.14324336e-03-5.18680296e-18j
  -1.23981845e-02-1.93848451e-19j  6.93522445e-02+1.09680471e-18j]]",[0.91553197 0.53523681 0.80660667 0.55376394 0.69185755],1
34.75397,0.243119,0.911111,[0.99722611 0.99666981 0.99449982 ... 0.99130824 0.99531852 0.99666981],"[[0.99722611 0.99666981 0.99449982 ... 0.98840376 0.99449982 0.99666981]
 [0.99666981 0.99666981 0.99531852 ... 0.98003555 0.99130824 0.99531852]
 [0.99449982 0.99531852 0.99449982 ... 0.95811898 0.98250898 0.99130824]
 ...
 [0.98840376 0.98003555 0.95811898 ... 0.98840376 0.99130824 0.99130824]
 [0.99449982 0.99130824 0.98250898 ... 0.99130824 0.99449982 0.99531852]
 [0.99666981 0.99531852 0.99130824 ... 0.99130824 0.99531852 0.99666981]]","[[ 0.62825042+0.00000000e+00j  0.28791965+1.29780126e-18j
   0.04933283-1.16465874e-18j ... -0.03225042-7.29130302e-18j
   0.04933283-2.27885201e-18j  0.28791965+1.86944800e-18j]
 [ 0.28791965+2.93215989e-18j  0.10629403-3.39563740e-18j
  -0.02246928+8.53055297e-19j ... -0.02246928-3.33076051e-18j
   0.10629403-2.33596728e-18j  0.28791965-2.15949525e-18j]
 [ 0.04933283-9.11210436e-19j -0.02246928-4.07772455e-18j
  -0.02603221+4.16294626e-19j ... -0.02246928+6.82372413e-19j
   0.04933283-9.30453824e-19j  0.10629403-5.39671581e-18j]
 ...
 [-0.03225042-3.18516093e-18j -0.02246928-3.18895688e-18j
  -0.02246928+1.04652337e-18j ...  0.00769377-7.34605784e-20j
  -0.00080171+1.48023497e-18j -0.02252927-1.16650571e-18j]
 [ 0.04933283-1.39361770e-18j  0.10629403+3.18392550e-18j
   0.04933283-2.71822745e-18j ... -0.00080171-3.57898952e-18j
  -0.02603221+1.50732467e-18j -0.02246928+5.00393134e-18j]
 [ 0.28791965+1.41049564e-18j  0.28791965-1.03816731e-18j
   0.10629403-5.01511517e-18j ... -0.02252927-6.71134610e-18j
  -0.02246928+7.23965014e-19j  0.10629403+5.65232986e-18j]]",[0.84759722 0.42734908 0.73137031 0.4582057  0.62825041],1
28.312224,0.342975,0.617021,[0.96388178 0.96212083 0.9564874  ... 0.95028024 0.95842586 0.96212083],"[[0.96388178 0.96212083 0.9564874  ... 0.94579157 0.9564874  0.96212083]
 [0.96212083 0.96212083 0.95842586 ... 0.93588466 0.95028024 0.95842586]
 [0.9564874  0.95842586 0.9564874  ... 0.91839595 0.93848447 0.95028024]
 ...
 [0.94579157 0.93588466 0.91839595 ... 0.94579157 0.95028024 0.95028024]
 [0.9564874  0.95028024 0.93848447 ... 0.95028024 0.9564874  0.95842586]
 [0.96212083 0.95842586 0.95028024 ... 0.95028024 0.95842586 0.96212083]]","[[ 7.41554805e-01+0.00000000e+00j  2.70737021e-01+1.92503906e-18j
  -2.12671122e-02+2.47613311e-19j ... -9.89605778e-03-5.41826969e-18j
  -2.12671122e-02-1.99416485e-19j  2.70737021e-01-5.26772822e-19j]
 [ 2.70737021e-01+7.39537429e-18j  1.12373273e-02-2.68257604e-18j
  -2.20398547e-02-4.45675436e-19j ... -2.20398547e-02+4.16962683e-19j
   1.12373273e-02-9.42637594e-19j  2.70737021e-01+7.03502394e-18j]
 [-2.12671122e-02+7.42124886e-19j -2.20398547e-02+2.29000122e-18j
   1.65087322e-03+2.33032885e-19j ... -2.20398547e-02+1.91833884e-18j
  -2.12671122e-02+1.04366816e-18j  1.12373273e-02-2.89134337e-18j]
 ...
 [-9.89605778e-03-6.36224242e-18j -2.20398547e-02+2.03445461e-19j
  -2.20398547e-02+1.01351994e-18j ... -6.62840920e-04-3.28162953e-19j
   2.86283183e-03-1.29782277e-19j  3.27522572e-03-3.30669596e-18j]
 [-2.12671122e-02+3.69331525e-19j  1.12373273e-02-7.82024244e-20j
  -2.12671122e-02+9.77885464e-19j ...  2.86283183e-03-6.85821735e-19j
   1.65087322e-03+5.19283100e-19j -2.20398547e-02+1.23312536e-18j]
 [ 2.70737021e-01-3.84980332e-18j  2.70737021e-01-5.98838457e-18j
   1.12373273e-02-7.80819566e-19j ...  3.27522572e-03-5.10090517e-18j
  -2.20398547e-02+8.12924722e-19j  1.12373273e-02+2.88226986e-18j]]",[0.97458464 0.65785534 0.86925766 0.65948236 0.74155481],1
28.062454,0.330357,0.76,[0.96477603 0.96245937 0.95489095 ... 0.94632468 0.95752023 0.96245937],"[[0.96477603 0.96245937 0.95489095 ... 0.94001384 0.95489095 0.96245937]
 [0.96245937 0.96245937 0.95752023 ... 0.92584246 0.94632468 0.95752023]
 [0.95489095 0.95752023 0.95489095 ... 0.9003692  0.92958965 0.94632468]
 ...
 [0.94001384 0.92584246 0.9003692  ... 0.94001384 0.94632468 0.94632468]
 [0.95489095 0.94632468 0.92958965 ... 0.94632468 0.95489095 0.95752023]
 [0.96245937 0.95752023 0.94632468 ... 0.94632468 0.95752023 0.96245937]]","[[ 7.60506173e-01+0.00000000e+00j  2.60797750e-01-8.08413773e-19j
  -3.28151155e-03-1.09770633e-19j ... -1.36240674e-02-5.35191768e-18j
  -3.28151155e-03-3.60407151e-19j  2.60797750e-01+5.74421998e-19j]
 [ 2.60797750e-01-1.93908342e-18j  3.45993849e-02-5.04444575e-18j
  -2.01794847e-02-7.97720965e-20j ... -2.01794847e-02-1.51180249e-19j
   3.45993849e-02-9.68227870e-21j  2.60797750e-01-7.27218744e-18j]
 [-3.28151155e-03+3.09889490e-20j -2.01794847e-02+6.36282464e-20j
  -3.49222875e-03+4.96039236e-19j ... -2.01794847e-02+1.71381604e-18j
  -3.28151155e-03+5.45342485e-19j  3.45993849e-02-3.51213553e-18j]
 ...
 [-1.36240674e-02-5.74821714e-18j -2.01794847e-02+5.02986048e-19j
  -2.01794847e-02+1.96856797e-18j ...  5.32911959e-04+2.23813392e-18j
   2.66333988e-03-2.71319961e-19j -1.45210243e-03-3.40631940e-18j]
 [-3.28151155e-03+2.48989633e-20j  3.45993849e-02+7.41394628e-20j
  -3.28151155e-03+3.43577826e-19j ...  2.66333988e-03+7.67111515e-19j
  -3.49222875e-03+7.67041128e-19j -2.01794847e-02+2.20929362e-18j]
 [ 2.60797750e-01+1.15911084e-18j  2.60797750e-01+6.33817027e-18j
   3.45993849e-02-1.44697691e-18j ... -1.45210243e-03-5.37566610e-18j
  -2.01794847e-02+1.13413459e-18j  3.45993849e-02+5.65582624e-18j]]",[0.95822128 0.6401608  0.86799605 0.65240467 0.76050617],1
