key,L
22.779132_0.378049_0.551020,1.5414352001
31.932150_0.517857_0.904110,2.3400790904
28.174348_0.405405_0.696429,1.6362339702
27.094996_0.466102_0.551724,1.716032333
23.637983_0.465517_0.913043,2.2149043099
23.547882_0.437500_0.545455,1.6675155124
28.821376_0.472222_0.677419,1.710440264
32.487627_0.505882_0.902778,2.222571538
33.369777_0.459459_0.650000,1.7627598871
27.755242_0.448980_0.812500,1.7875581224
27.201662_0.406977_0.969697,2.4931954618
26.407636_0.360870_0.686275,1.5472693908
29.944350_0.420168_0.574074,1.7174117956
25.136843_0.519231_0.960000,2.6724037375
25.212206_0.439252_0.716667,1.6366797024
29.161607_0.512500_0.945946,2.7544796549
31.512606_0.510526_0.797101,1.7958344457
33.977222_0.536364_0.606061,1.8506884631
21.112875_0.383178_0.767857,1.5811519409
25.581961_0.477679_0.622951,1.6470041033
22.823210_0.413636_0.701754,1.5545928219
28.202899_0.504854_0.712121,1.7232682121
27.970696_0.452941_0.942029,2.4635809002
30.918197_0.448113_0.721311,1.7164932351
34.190098_0.513889_0.646154,1.8397595265
23.786133_0.316000_0.581395,1.5018839137
30.933246_0.405660_0.758621,1.6937104087
33.998856_0.537037_0.920000,2.3528200283
34.551068_0.469828_0.576271,1.8363273203
21.732872_0.500000_0.916667,2.3151648156
33.245498_0.529661_0.507937,1.9147878861
24.438398_0.554054_0.974359,2.6724037375
34.563379_0.511236_0.859155,1.9355801799
23.488078_0.421875_0.857143,1.9926996264
23.424543_0.500000_0.857143,2.0003010876
32.975132_0.383178_0.767857,1.7013305319
26.351097_0.392562_0.568627,1.6318430447
24.172802_0.332031_0.511628,1.6022975571
33.132677_0.521277_0.800000,1.8074382394
17.174951_0.236111_0.933333,2.0732451554
27.588024_0.387500_0.588235,1.6421545491
33.932073_0.405405_0.696429,1.714582878
16.326189_0.393617_0.903226,2.0040950272
15.249045_0.431034_0.940299,2.1581730945
23.196071_0.372449_0.881356,1.928746159
25.053153_0.352000_0.543478,1.5811653782
31.665498_0.381579_0.679245,1.6929222954
31.855995_0.425000_0.555556,1.7931511956
22.927859_0.466942_0.508772,1.7084786091
34.792338_0.448113_0.721311,1.7708380695
19.385282_0.483333_0.869565,1.9925390453
28.849516_0.477064_0.661290,1.6980200594
32.909376_0.402913_0.796610,1.750104984
28.503205_0.495327_0.671875,1.7051014872
29.726238_0.520000_0.735294,1.7232682121
32.892195_0.400000_0.500000,1.7889369886
22.721108_0.463158_0.833333,1.8214396663
30.518342_0.491071_0.612903,1.7716863909
25.050226_0.457143_0.725806,1.6311784986
22.666256_0.450495_0.777778,1.6669618666
25.207812_0.490000_0.757576,1.6663010459
31.227986_0.373786_0.824561,1.7509631461
25.267759_0.450495_0.777778,1.7044230204
23.119144_0.361111_0.777778,1.6244884394
23.215730_0.360656_0.583333,1.5177387275
31.277939_0.429204_0.649123,1.7158402106
15.833383_0.439759_0.971014,2.1581730945
16.560763_0.346535_0.875000,1.8255180995
33.691411_0.427966_0.581818,1.7732927545
32.229302_0.491525_0.533333,1.835097545
19.218337_0.439560_0.893939,1.9941624778
26.112406_0.387755_0.866667,2.0801671953
20.580030_0.390625_0.885246,1.9900139708
30.832412_0.533019_0.656716,1.7713652582
24.287451_0.420792_0.803279,1.6842844539
25.472262_0.427835_0.841270,1.9340015922
21.492086_0.443820_0.910448,2.1506890939
30.913654_0.372951_0.571429,1.6776696303
24.014711_0.423077_0.907692,2.1993497758
21.820334_0.462500_0.526316,1.6516751495
25.984129_0.459459_0.650000,1.6700242846
30.344820_0.429752_0.537037,1.8114401172
20.768345_0.524390_0.918919,2.2812027212
33.100020_0.543478_0.538462,1.8730643579
33.120248_0.516667_0.845070,1.8980037786
22.089619_0.441176_0.774194,1.6134683228
30.069990_0.459302_0.927536,2.477650121
25.331769_0.418103_0.618182,1.6124286774
26.082492_0.410714_0.678571,1.6034722762
25.454519_0.429204_0.649123,1.6124286774
34.566226_0.491304_0.573770,1.834061597
18.006005_0.428571_0.970588,2.2627754433
19.647157_0.263636_0.869565,1.8128611351
25.740685_0.365854_0.562500,1.6035528206
18.105845_0.466667_0.882353,1.9254968203
15.742811_0.364130_0.950820,2.1582007635
26.622849_0.360656_0.583333,1.6208212417
29.743228_0.469027_0.616667,1.7202100119
23.871542_0.456044_0.880597,2.0537018891
30.528966_0.491304_0.573770,1.818992608
31.140881_0.384615_0.634615,1.6722772331
34.775135_0.470588_0.534483,1.8711102062
29.030115_0.490826_0.650794,1.7155133557
20.623882_0.443299_0.828125,1.7754438675
23.348649_0.407563_0.584906,1.5847240138
30.075876_0.450495_0.777778,1.7217727287
30.305700_0.504717_0.676923,1.7353380377
17.899894_0.465517_0.913043,2.1031745095
23.757287_0.427273_0.689655,1.5809111587
20.239661_0.518519_0.932432,2.2095330958
32.397885_0.532468_0.960526,2.8122664713
25.356684_0.378049_0.551020,1.6152193665
27.007356_0.459459_0.650000,1.6773140373
34.138520_0.437500_0.843750,1.8936851122
22.465384_0.428571_0.750000,1.6162529698
31.542079_0.403061_0.852459,1.9216396312
28.780730_0.358974_0.660000,1.5767285516
17.810012_0.464286_0.942857,2.1031745095
24.383417_0.537037_0.920000,2.2866743211
32.147358_0.415254_0.592593,1.7732927545
30.909128_0.473684_0.600000,1.7480518969
20.857522_0.470588_0.928571,2.194135859
22.514826_0.384615_0.634615,1.5002030159
33.851199_0.424419_0.955224,2.5654139514
32.393243_0.470588_0.534483,1.835097545
23.769489_0.350962_0.836364,1.8957039213
30.403537_0.434211_0.631579,1.7158402106
24.763157_0.387097_0.919355,2.3539728078
27.388132_0.526316_0.562500,1.7554527066
20.737973_0.403409_0.953846,2.3555298157
31.719504_0.397196_0.754386,1.685657157
23.348705_0.460526_0.610169,1.6263746343
24.453475_0.411215_0.741379,1.6110111605
31.114694_0.439560_0.893939,2.2728392963
23.385935_0.383178_0.767857,1.6262908063
24.503194_0.458763_0.815385,1.7569298293
27.022363_0.380734_0.745455,1.6654243214
27.675807_0.459459_0.650000,1.6773140373
16.988240_0.338235_0.872727,1.8255180995
20.344651_0.412371_0.854839,1.9429781902
30.667635_0.522124_0.578125,1.8198392089
26.360376_0.331933_0.659574,1.51797992
26.380044_0.400000_0.887097,2.0801671953
25.581794_0.440909_0.677966,1.6337929421
21.757001_0.482759_0.566667,1.6188283234
28.858881_0.511628_0.888889,2.113128409
27.578993_0.421875_0.857143,2.0329653293
30.242604_0.475000_0.972222,2.517956564
33.430017_0.459016_0.500000,1.8624233576
30.523208_0.465347_0.765625,1.734296944
32.138048_0.505319_0.811594,1.808599575
33.391947_0.439252_0.716667,1.7344011092
30.087916_0.446721_0.509091,1.8114401172
26.579552_0.461165_0.746032,1.6845628579
29.249573_0.379310_0.653846,1.5977057368
33.981943_0.539773_0.849315,1.9087549147
26.827503_0.494898_0.776119,1.6877341971
32.061542_0.459302_0.927536,2.2728392963
22.916974_0.455752_0.627119,1.6104595083
25.730156_0.348361_0.595745,1.5520014201
25.676822_0.410714_0.678571,1.610460761
33.688205_0.537037_0.920000,2.3528200283
20.817444_0.380734_0.745455,1.5811519409
32.451876_0.426087_0.625000,1.7426859843
19.721004_0.424419_0.955224,2.4675667277
15.685946_0.364130_0.950820,2.1604855696
26.163060_0.346774_0.565217,1.5520014201
28.722154_0.452941_0.942029,2.4635809002
20.520743_0.397541_0.549020,1.5135141948
24.691792_0.442478_0.637931,1.6381688253
33.458289_0.443820_0.910448,2.2868383691
32.749510_0.523364_0.651515,1.8027759431
23.712114_0.387500_0.588235,1.5805827783
20.468466_0.416667_0.923077,2.1882962436
27.185945_0.455752_0.627119,1.697084809
32.418451_0.495455_0.634921,1.7955784884
27.107611_0.422018_0.706897,1.6362339702
23.999715_0.407895_0.654545,1.5829767652
31.602098_0.475000_0.517241,1.8402753904
22.833229_0.411215_0.741379,1.6076041358
19.479601_0.379808_0.807018,1.6053304138
34.568318_0.486111_0.666667,1.793647722
29.726201_0.232000_0.694444,1.4491050283
31.938161_0.500000_0.826087,1.8176968185
33.185879_0.402913_0.796610,1.7487554565
31.920944_0.377119_0.627451,1.6684801234
21.029719_0.493750_0.958904,2.4607415247
28.251957_0.250000_0.648649,1.3941624892
19.089427_0.385714_0.789474,1.6671449064
24.499576_0.489011_0.855072,1.9150222337
22.623460_0.347222_0.792453,1.6511761469
24.896500_0.467742_0.850746,1.9033159522
20.248440_0.372449_0.881356,1.9900139708
24.580824_0.407563_0.584906,1.5917898259
31.836110_0.453390_0.561404,1.7831356319
23.637705_0.269565_0.795455,1.5752216801
22.462207_0.337500_0.638298,1.4438392684
23.780918_0.333333_0.687500,1.5178774963
25.984573_0.446429_0.956522,2.6156234808
30.940462_0.487805_0.944444,2.517956564
20.048748_0.382353_0.827586,1.7504775966
26.213534_0.456897_0.586207,1.6946953546
27.641728_0.506329_0.959459,2.6339200874
30.206312_0.505000_0.746269,1.7443979596
29.019546_0.376106_0.698113,1.6075529485
31.649989_0.475904_0.943662,2.5348559279
30.819190_0.533019_0.656716,1.7715985325
29.622742_0.440678_0.571429,1.7236659471
30.012556_0.485714_0.703125,1.7353380377
30.502248_0.483871_0.838235,1.8198055598
21.135251_0.427966_0.581818,1.5313062711
23.727548_0.262931_0.790698,1.6066525689
27.530063_0.394958_0.596154,1.6383948811
32.056702_0.524390_0.918919,2.222571538
31.080939_0.455752_0.627119,1.7480518969
23.661941_0.427273_0.689655,1.5827695982
34.125899_0.493976_0.930556,2.6699030024
21.625174_0.382353_0.607843,1.4772145726
21.405081_0.341121_0.811321,1.7149483772
24.747805_0.348361_0.595745,1.5491586623
26.632706_0.411215_0.741379,1.6257237349
23.451301_0.406977_0.969697,2.4888911691
21.311747_0.316964_0.775510,1.6952385595
21.235686_0.478814_0.542373,1.6106582872
33.980779_0.420168_0.574074,1.7782495884
15.225045_0.357143_0.896552,1.9033014751
22.560266_0.357143_0.730769,1.5187943141
24.318290_0.413793_0.954545,2.4692573758
24.300683_0.321429_0.558140,1.4656035699
20.277471_0.365979_0.898305,1.9772258111
24.497870_0.478261_0.583333,1.65693376
33.068632_0.526316_0.785714,1.8180180776
27.170879_0.256000_0.657895,1.403135071
23.517824_0.339450_0.788462,1.6244884394
24.612556_0.414286_0.762712,1.6842844539
27.615925_0.433333_0.909091,2.261094954
33.300815_0.391509_0.771930,1.7188800721
22.498703_0.464286_0.800000,1.6669618666
22.595700_0.505682_0.873239,1.9189154507
19.223148_0.487342_0.972603,2.5176539781
34.219295_0.437500_0.754098,1.7604652184
28.704348_0.353211_0.773585,1.6400235633
30.434753_0.512048_0.917808,2.3276203991
24.384541_0.377119_0.627451,1.5489936666
22.288627_0.358974_0.660000,1.4662589123
31.492299_0.469512_0.957746,2.5237518041
26.752160_0.351351_0.750000,1.650696391
30.158749_0.373913_0.673077,1.6300643575
22.558115_0.482143_0.929577,2.2994180812
29.248583_0.529661_0.507937,1.8345425044
22.519605_0.460000_0.781250,1.6602879898
32.097349_0.500000_0.692308,1.7768403133
18.930209_0.488636_0.885714,1.9254604728
23.946259_0.400000_0.775862,1.6266387534
28.335053_0.474359_0.559322,1.7545216548
31.625135_0.487805_0.944444,2.5237518041
23.558702_0.414634_0.519231,1.6498838028
23.573743_0.385246_0.560000,1.5779113554
22.341432_0.433962_0.733333,1.6052909833
31.019516_0.461538_0.568966,1.7727880874
26.953172_0.457831_0.957143,2.6396328293
19.487009_0.390625_0.885246,1.9900139708
25.781719_0.349558_0.725490,1.5735637953
29.298961_0.468750_0.818182,1.8325883697
34.537092_0.467290_0.693548,1.7708380695
26.004715_0.400000_0.576923,1.634807833
28.327172_0.540000_0.974026,2.6339200874
27.207786_0.461538_0.568966,1.716032333
23.747952_0.353211_0.773585,1.6316896288
27.440954_0.439130_0.614035,1.6795403452
27.083757_0.481818_0.645161,1.6898627214
20.625449_0.380435_0.935484,2.3555298157
19.209127_0.385000_0.847458,1.9072524757
33.611803_0.505882_0.902778,2.2134302559
34.941370_0.410112_0.938462,2.5882447865
22.993203_0.479339_0.500000,1.6888473958
34.623502_0.456044_0.880597,1.8936851122
27.892351_0.383178_0.767857,1.6882448848
34.088449_0.532110_0.621212,1.8506884631
23.188178_0.410714_0.678571,1.5576132791
31.327846_0.420792_0.803279,1.7619593965
19.061140_0.357143_0.818182,1.6456722119
32.347785_0.483333_0.869565,2.0926759528
24.835347_0.386957_0.660377,1.573917474
24.099732_0.448980_0.812500,1.7690719447
29.766951_0.519417_0.701493,1.7353380377
15.112825_0.406977_0.969697,2.2741914132
26.253712_0.475000_0.517241,1.7505204483
32.909569_0.426087_0.625000,1.7365842256
24.725055_0.379808_0.807018,1.7603539301
31.967107_0.527174_0.816901,1.8298511934
24.373523_0.346154_0.673469,1.5245505049
26.613194_0.494737_0.808824,1.7170688877
25.032944_0.362500_0.612245,1.5790982262
23.339290_0.444444_0.700000,1.5809111587
27.902615_0.425532_0.875000,2.0337738037
24.286855_0.424419_0.955224,2.4557539468
28.251943_0.431034_0.940299,2.441734284
21.207546_0.414634_0.519231,1.5884555054
28.589731_0.368421_0.692308,1.5929083035
34.434516_0.477064_0.661290,1.8002864621
29.753191_0.415789_0.873016,2.0339501602
29.200549_0.461538_0.568966,1.7406320746
29.169340_0.397196_0.754386,1.6654243214
30.293429_0.404959_0.557692,1.7264117594
28.766968_0.244094_0.638889,1.4247217887
31.111311_0.489691_0.791045,1.7955221606
21.291943_0.378378_0.722222,1.5001781972
28.897517_0.413043_0.906250,2.2198085343
26.759886_0.487342_0.972603,2.5716082853
24.252045_0.359091_0.754717,1.6244884394
26.845560_0.470588_0.750000,1.67390584
24.161905_0.411215_0.741379,1.6149568543
26.439203_0.424107_0.666667,1.6337929421
30.407858_0.520619_0.768116,1.7436011344
24.491970_0.443966_0.596491,1.610850046
27.137782_0.377358_0.785714,1.7167827561
26.154556_0.490000_0.757576,1.6915239726
25.040369_0.389381_0.685185,1.5857633401
28.588423_0.454545_0.517857,1.7793431511
21.915101_0.403226_0.904762,1.963974201
31.120912_0.513158_0.571429,1.818992608
21.119673_0.414286_0.762712,1.629126156
24.582806_0.434426_0.518519,1.693606271
19.139621_0.415789_0.873016,1.9072524757
32.008131_0.443820_0.910448,2.4012520724
32.805845_0.383178_0.767857,1.7025510053
26.705846_0.397059_0.813559,1.7863510379
31.700014_0.478261_0.852941,1.9934496685
34.380841_0.410256_0.611111,1.7260809444
30.090689_0.512987_0.973333,2.5307124316
31.522571_0.480198_0.753846,1.7671001407
32.956656_0.437500_0.655172,1.7446285369
22.621843_0.478261_0.583333,1.6189651878
31.521099_0.432039_0.770492,1.7265557219
23.738192_0.466667_0.882353,2.045400014
23.734173_0.439130_0.614035,1.6324734345
17.012481_0.466667_0.882353,1.9585336988
25.903258_0.493750_0.958904,2.6776255712
28.185007_0.387500_0.588235,1.6383948811
30.894223_0.413043_0.906250,2.2198085343
21.845013_0.376238_0.844828,1.928746159
23.727634_0.429204_0.649123,1.5713229354
32.623161_0.478261_0.583333,1.8000214621
31.770120_0.369159_0.781818,1.7104388759
21.594208_0.357143_0.632653,1.4662589123
30.585054_0.500000_0.619048,1.7687956149
33.517061_0.528090_0.847222,1.8981455956
32.721827_0.482301_0.606557,1.8103307383
21.753473_0.353659_0.574468,1.5177387275
21.729225_0.400000_0.648148,1.5163328176
31.864540_0.388350_0.810345,1.7632047977
17.310284_0.476744_0.914286,2.1031745095
32.870767_0.459459_0.650000,1.7695242751
21.465893_0.406250_0.870968,1.9429781902
19.589638_0.487342_0.972603,2.5061874401
26.426538_0.437500_0.754098,1.6762563639
26.085025_0.326271_0.680851,1.518445741
19.870137_0.413043_0.906250,2.1882962436
24.182241_0.367769_0.591837,1.5218817946
34.873874_0.500000_0.761194,1.7904201016
29.955205_0.421053_0.642857,1.712572439
20.718334_0.393258_0.953125,2.3703173431
28.489944_0.454545_0.666667,1.6815950911
33.770472_0.493750_0.958904,2.686940032
24.861783_0.435644_0.790323,1.6842844539
34.948638_0.394495_0.732143,1.7038871706
33.214468_0.541667_0.626866,1.841086309
33.996837_0.536364_0.606061,1.8503968151
33.855060_0.490826_0.650794,1.8002503957
30.415612_0.411765_0.800000,1.7556864385
24.625821_0.475000_0.517241,1.7014499942
25.351483_0.333333_0.687500,1.51797992
21.282861_0.408257_0.719298,1.5361926744
23.720410_0.439024_0.500000,1.6773491146
31.193171_0.527174_0.816901,1.8298511934
33.677656_0.500000_0.761194,1.7956700226
31.622035_0.477679_0.622951,1.7705781829
25.173207_0.409091_0.836066,1.8622465291
26.458532_0.439759_0.971014,2.5239706002
31.396827_0.420792_0.803279,1.7616482086
25.208987_0.420168_0.574074,1.6072071477
21.859425_0.446602_0.758065,1.5953028773
24.641393_0.481481_0.958333,2.5716082853
24.665095_0.500000_0.887324,2.1832893602
27.576913_0.494382_0.871429,2.0075296455
17.481593_0.378788_0.864407,1.9267146805
22.430734_0.405660_0.758621,1.5916400427
29.938716_0.491525_0.533333,1.8402753904
23.690273_0.480769_0.718750,1.6311784986
22.394174_0.546053_0.961039,2.5265623093
24.620912_0.478814_0.542373,1.6942989275
22.329653_0.431579_0.859375,1.9017510233
33.433661_0.416667_0.724138,1.7090168485
32.600185_0.416667_0.724138,1.7183108243
34.803853_0.448718_0.578947,1.8363273203
27.016917_0.461538_0.568966,1.7195962607
18.814668_0.475000_0.972222,2.5061874401
34.253507_0.506329_0.959459,2.6699030024
30.512725_0.460526_0.610169,1.7705781829
24.158729_0.439252_0.716667,1.6253406455
20.954196_0.435780_0.694915,1.5369451977
22.061794_0.378049_0.551020,1.5578337677
20.720899_0.448980_0.812500,1.7757191268
32.085517_0.413636_0.701754,1.7148400615
21.600091_0.425532_0.875000,1.963974201
26.775283_0.495192_0.707692,1.6858419827
32.450947_0.534483_0.863014,1.9662234038
28.760738_0.511628_0.888889,2.1132694323
29.148924_0.475728_0.734375,1.6979868977
26.691768_0.363208_0.800000,1.7167827561
25.380282_0.453125_0.830769,1.9033159522
33.917552_0.527174_0.816901,1.8180180776
33.306354_0.427966_0.581818,1.7782495884
20.950308_0.408654_0.779661,1.5983071734
33.456281_0.455752_0.627119,1.7695242751
32.614383_0.428571_0.970588,2.5654139514
17.030277_0.426966_0.924242,2.0578798767
26.025603_0.475904_0.943662,2.5716082853
22.498781_0.456044_0.880597,2.0108069873
27.473727_0.494186_0.901408,2.2922796802
31.889219_0.411215_0.741379,1.685657157
28.434361_0.469027_0.616667,1.697084809
25.567917_0.471429_0.714286,1.6372017691
29.056695_0.476744_0.914286,2.4032283596
17.770587_0.465517_0.913043,2.1072159969
30.741373_0.536364_0.606061,1.8115227997
16.582533_0.415789_0.873016,2.0226337661
28.821558_0.448276_0.926471,2.4712364867
31.137222_0.435644_0.790323,1.7293496746
32.836589_0.495455_0.634921,1.7894075709
21.717568_0.371429_0.803571,1.7397430528
20.179050_0.381443_0.883333,1.9772258111
19.944768_0.382353_0.827586,1.7523515114
27.899646_0.481308_0.682540,1.7051014872
20.429495_0.353211_0.773585,1.574242401
20.496256_0.478261_0.852941,1.8123633428
29.316067_0.464286_0.633333,1.738954635
25.789358_0.347826_0.700000,1.5472693908
25.424244_0.467742_0.850746,1.9014557507
34.627861_0.515625_0.782609,1.8211118163
28.550062_0.505000_0.746269,1.7232682121
24.590902_0.402542_0.603774,1.6072071477
32.230038_0.427273_0.689655,1.6990551656
21.433901_0.466942_0.508772,1.6395067473
30.886832_0.402913_0.796610,1.7473873465
24.579932_0.526316_0.973684,2.5780585685
33.096427_0.439252_0.716667,1.7379337015
29.956230_0.424419_0.955224,2.4651049653
32.582298_0.396907_0.868852,1.9104254116
21.058531_0.358974_0.660000,1.4662589123
27.818288_0.508403_0.508197,1.8345425044
25.233686_0.447368_0.620690,1.616385799
23.493015_0.383178_0.767857,1.6266387534
23.020282_0.437500_0.925373,2.2734130184
34.142273_0.378378_0.722222,1.7038871706
18.291870_0.338235_0.872727,1.9355027655
16.084349_0.359375_0.915254,2.031634735
23.182970_0.477064_0.661290,1.5958517192
22.541527_0.423077_0.766667,1.6052909833
26.162064_0.390244_0.540000,1.6105919448
22.481903_0.382353_0.607843,1.5002030159
21.630780_0.447368_0.620690,1.567183212
24.766310_0.475000_0.769231,1.6740091839
16.903673_0.393617_0.903226,1.9836950488
23.139914_0.477064_0.661290,1.5968759589
25.524653_0.310484_0.604651,1.4904989336
30.959767_0.388350_0.810345,1.7509631461
27.489056_0.355140_0.796296,1.7167827561
27.710892_0.405172_0.629630,1.6420062478
23.011097_0.462500_0.526316,1.6787220636
22.752334_0.412500_0.566038,1.5805827783
17.570227_0.381443_0.883333,1.9226074637
23.305096_0.454545_0.911765,2.2293322892
25.086469_0.346154_0.673469,1.5118200925
25.637913_0.422131_0.528302,1.6948292924
32.205897_0.469697_0.784615,1.7805435272
30.153179_0.382353_0.827586,1.7617766446
27.896856_0.524390_0.918919,2.3321213236
26.793188_0.462500_0.526316,1.7572770145
31.006306_0.475904_0.943662,2.5286022539
31.496565_0.521978_0.830986,1.8298511934
23.676106_0.407258_0.509804,1.6458427231
33.902216_0.394231_0.793103,1.750104984
20.021621_0.456044_0.880597,2.0419091658
26.748552_0.416667_0.923077,2.4302797356
31.811998_0.488636_0.885714,1.9934496685
21.754443_0.512987_0.973333,2.49211027
33.411715_0.379808_0.807018,1.7434187476
31.574715_0.554054_0.974359,2.8109149245
32.799668_0.530303_0.739130,1.7819307211
20.720630_0.483871_0.838235,1.8709534106
27.036631_0.432432_0.672414,1.6337929421
29.550203_0.453125_0.830769,1.8326135695
24.432534_0.385246_0.560000,1.5770890786
34.332407_0.394958_0.596154,1.7507805844
34.950237_0.500000_0.887324,1.9355801799
21.477067_0.465517_0.913043,2.2718206682
28.208868_0.360870_0.686275,1.6075529485
34.690992_0.384615_0.634615,1.7080821511
25.652560_0.385000_0.847458,1.9804287709
20.035500_0.357143_0.818182,1.6799592857
21.687325_0.426471_0.786885,1.655802518
22.707979_0.314961_0.547619,1.5058317815
21.391531_0.465217_0.593220,1.5805695207
33.826898_0.409836_0.538462,1.7781674352
27.930888_0.532468_0.960526,2.7522916961
16.724801_0.413043_0.906250,2.0578798767
21.719927_0.358974_0.660000,1.4806235638
16.676071_0.346535_0.875000,1.8196843549
34.941134_0.380734_0.745455,1.7038871706
23.730981_0.369048_0.510638,1.6004480007
32.323990_0.481481_0.958333,2.5237518041
19.631075_0.482143_0.929577,2.2718206682
22.643238_0.322581_0.590909,1.4656035699
25.326101_0.358974_0.660000,1.5406757593
22.808361_0.424107_0.666667,1.5713229354
23.698687_0.461538_0.568966,1.6675155124
22.138511_0.410714_0.985075,2.4888911691
20.603770_0.443299_0.828125,1.7757191268
31.993937_0.529412_0.705882,1.7819307211
29.381852_0.391892_0.709091,1.6224701585
20.251839_0.394495_0.732143,1.5361926744
28.338116_0.244000_0.675676,1.403135071
25.884938_0.433962_0.733333,1.6253406455
32.352277_0.409091_0.836066,1.84233337
22.441887_0.437500_0.925373,2.2834019066
16.619364_0.413793_0.954545,2.1581730945
28.353876_0.468182_0.655738,1.710440264
31.040292_0.504348_0.564516,1.8198392089
31.317075_0.402778_0.736842,1.7006560305
21.372989_0.462963_0.971831,2.5282778759
24.805722_0.355263_0.705882,1.5669629647
22.570275_0.461538_0.568966,1.6188283234
26.237138_0.311475_0.636364,1.5246970397
17.522611_0.512500_0.945946,2.3697878601
23.078888_0.482301_0.606557,1.6188283234
21.498145_0.394958_0.596154,1.499371073
34.908348_0.386364_0.727273,1.7134047271
23.305689_0.479592_0.787879,1.7101061577
22.920435_0.325000_0.652174,1.4517645046
34.482376_0.495798_0.516667,1.9147878861
26.010743_0.412371_0.854839,1.9340015922
31.626703_0.388350_0.810345,1.7637252886
26.561143_0.511236_0.859155,1.9412594839
32.991421_0.487179_0.550000,1.8549225803
27.864407_0.488235_0.915493,2.1936304582
24.019579_0.327586_0.708333,1.4907499284
23.658251_0.452941_0.942029,2.3251915752
30.842274_0.397541_0.549020,1.7215007521
34.858244_0.400000_0.775862,1.7188800721
31.865322_0.448980_0.812500,1.8167508863
26.318722_0.465347_0.765625,1.6915239726
28.522090_0.449541_0.683333,1.6877216349
20.548029_0.353211_0.773585,1.5712207284
23.770833_0.505682_0.873239,1.9189154507
29.372922_0.482143_0.929577,2.2909121432
24.027741_0.460526_0.610169,1.6104595083
26.808369_0.327586_0.708333,1.5644086815
32.247085_0.527778_0.636364,1.8018975189
26.822594_0.448718_0.578947,1.716032333
18.610193_0.357143_0.896552,1.8662363964
23.941979_0.360870_0.686275,1.5419299274
30.654558_0.394958_0.596154,1.671849296
16.462637_0.368421_0.916667,2.0018897848
19.824418_0.388000_0.510204,1.5408744076
25.785138_0.466942_0.508772,1.7572770145
24.603387_0.349558_0.725490,1.5393047767
31.877647_0.444444_0.700000,1.7196732359
26.066166_0.422131_0.528302,1.6868192073
31.508595_0.521552_0.539683,1.8730643579
26.057308_0.544304_0.934211,2.3902172869
26.438043_0.262500_0.731707,1.4954017877
27.829844_0.509346_0.661538,1.7190832817
20.307004_0.475000_0.972222,2.5176539781
33.466299_0.531250_0.933333,2.3524249626
29.420174_0.227612_0.516129,1.4449086983
27.384224_0.413043_0.636364,1.6417661182
15.194316_0.370968_0.934426,2.1582007635
22.152784_0.422018_0.706897,1.559577848
15.480391_0.365979_0.898305,1.869640356
22.739441_0.462963_0.971831,2.5443200234
25.925640_0.431579_0.859375,1.9340015922
27.408328_0.459459_0.650000,1.682086657
27.789745_0.404959_0.557692,1.6383948811
33.063643_0.433673_0.825397,1.8185175128
24.874127_0.464286_0.633333,1.6470041033
24.422276_0.423077_0.600000,1.5820377046
33.740657_0.510526_0.797101,1.8180180776
26.849815_0.494382_0.871429,1.9980031412
25.232265_0.472973_0.639344,1.6367184224
25.960763_0.362832_0.711538,1.5679092795
34.085433_0.440909_0.677966,1.7504608942
22.942254_0.389381_0.685185,1.5419299274
27.606775_0.454545_0.911765,2.2394786472
21.591635_0.349057_0.814815,1.6952385595
24.577125_0.402439_0.529412,1.6498838028
26.493057_0.392241_0.641509,1.6021833873
26.978645_0.433673_0.825397,1.7978767344
29.496221_0.410714_0.678571,1.6754284721
28.049039_0.452941_0.942029,2.4626614681
30.679867_0.466942_0.508772,1.8176160134
30.460014_0.400000_0.648148,1.6684801234
25.333385_0.467290_0.693548,1.6472455656
23.031156_0.360656_0.583333,1.5218817946
20.614087_0.420168_0.574074,1.547031015
21.543229_0.506329_0.959459,2.398417672
25.718299_0.385714_0.789474,1.7371425711
21.693479_0.403409_0.953846,2.3703173431
29.006413_0.537037_0.920000,2.3167237634
34.385185_0.429348_0.892308,2.2760525302
30.289287_0.518349_0.630769,1.7716863909
25.810896_0.353448_0.680000,1.5667919446
20.085635_0.414286_0.762712,1.5965250314
29.395964_0.427966_0.581818,1.7236659471
34.833773_0.518349_0.630769,1.8208850783
21.295612_0.456044_0.880597,2.0108069873
22.928312_0.443820_0.910448,2.2149043099
22.169328_0.473404_0.835821,1.8174245184
25.724123_0.494565_0.840580,1.8687133731
31.891064_0.439252_0.716667,1.7242376859
26.027811_0.402778_0.736842,1.6425645225
28.383857_0.500000_0.887324,2.113128409
30.104221_0.403226_0.904762,2.2353196553
29.332093_0.427273_0.689655,1.6634903298
26.307273_0.435897_0.589286,1.6571825454
28.856802_0.417647_0.970149,2.5796893996
32.368584_0.495050_0.742424,1.7510711285
28.619936_0.425532_0.875000,2.0339501602
22.445741_0.369748_0.620000,1.5207166014
34.916907_0.409091_0.836066,1.8024259819
23.639694_0.376106_0.698113,1.5260037956
26.663795_0.532468_0.960526,2.6339200874
24.798388_0.422018_0.706897,1.6174904323
32.026528_0.494737_0.808824,1.8176968185
30.945528_0.454545_0.517857,1.8114401172
21.486176_0.460526_0.610169,1.5816218233
26.772579_0.423077_0.600000,1.6668917874
26.173596_0.350000_0.625000,1.5406757593
