key,L
31.813362_0.297619_0.585366,1.5541793079
20.462081_0.340000_0.892857,1.9935821252
24.333603_0.373626_0.951613,2.4274158433
34.773704_0.244094_0.638889,1.4594457249
33.565233_0.403409_0.953846,2.5654139514
30.595178_0.238462_0.588235,1.4604821893
33.905357_0.250000_0.780488,1.6229426674
34.798579_0.346154_0.673469,1.6613869361
28.234490_0.236111_0.933333,2.1421076888
28.308783_0.396552_0.969231,2.4931954618
20.991105_0.357143_0.896552,2.0511724104
29.062849_0.321739_0.729167,1.586209307
30.632412_0.231092_0.794872,1.7401490014
25.776571_0.256881_0.891304,2.0136849941
33.579688_0.284404_0.854167,2.0020535603
33.175725_0.312500_0.964286,2.4694291824
30.500658_0.279412_0.941176,2.3058993204
30.754018_0.256098_0.692308,1.4771183649
34.322723_0.242718_0.979167,2.437511949
33.226004_0.242991_0.934783,2.1208044043
30.129168_0.230769_0.825000,1.7401490014
33.172837_0.264151_0.916667,2.2129140824
33.913632_0.275424_0.744186,1.5997175238
30.268299_0.283186_0.804348,1.7281079733
23.508186_0.228972_0.955556,2.0715534439
34.936514_0.229730_0.906977,2.1553128768
25.726235_0.303030_0.944444,2.3493721527
25.895106_0.236364_0.909091,2.0947363346
34.934155_0.296460_0.787234,1.6466248689
28.618839_0.278302_0.897959,2.1522416413
19.812861_0.270642_0.872340,1.7735071604
30.936960_0.291339_0.575000,1.5541793079
28.018043_0.335052_0.929825,2.3473952734
31.460671_0.291339_0.575000,1.5470845482
26.915661_0.306723_0.688889,1.5088889653
28.518684_0.321429_0.558140,1.5704665741
31.481362_0.255814_0.583333,1.4878082391
31.701896_0.238636_0.545455,1.5099603819
23.050246_0.285714_0.900000,1.9087158402
20.511896_0.325000_0.909091,1.9738225454
21.333937_0.304124_0.963636,2.2591287204
24.475060_0.285047_0.877551,1.9187390072
33.901167_0.285156_0.564103,1.5727063138
31.717478_0.309524_0.571429,1.5655936727
34.576017_0.357143_0.521739,1.7300733703
33.191601_0.236364_0.909091,2.0381879508
31.603138_0.250000_0.809524,1.8096799792
32.769150_0.326271_0.680851,1.5853459911
30.734270_0.275862_0.772727,1.625955369
23.797962_0.271845_0.940000,2.1989889842
32.115146_0.357143_0.632653,1.6327195534
27.213981_0.291667_0.857143,1.9742970149
34.954662_0.372951_0.571429,1.7250680213
33.360177_0.322581_0.590909,1.6195670637
19.234359_0.376404_0.968254,2.3670285584
28.254031_0.310484_0.604651,1.5125336948
24.656318_0.295000_0.943396,2.2430059208
26.742920_0.262712_0.761905,1.5994679263
32.835026_0.312500_0.666667,1.6049531452
20.877097_0.376404_0.968254,2.3541666303
31.141554_0.369318_0.984127,2.6326964339
29.777267_0.287129_0.942308,2.2967455245
30.969385_0.361386_0.859649,1.9388586288
30.085563_0.325581_0.500000,1.6264264785
33.519414_0.296154_0.512821,1.6333104454
29.075982_0.330357_0.760000,1.6271121541
32.365776_0.290179_0.808511,1.720092506
29.747236_0.273438_0.578947,1.476648368
18.803416_0.325000_0.909091,2.0242716662
34.523318_0.295918_0.962963,2.4716054869
32.850895_0.282051_0.750000,1.5997175238
34.807926_0.327586_0.708333,1.6296923449
34.175309_0.244186_0.600000,1.4419347394
33.185799_0.376238_0.844828,1.9602568211
19.038814_0.331522_0.983051,2.336544403
31.473391_0.261719_0.594595,1.4800886782
18.140244_0.228571_0.978261,2.1619299339
27.965169_0.343750_0.500000,1.5932238356
33.554802_0.225806_0.722222,1.4956223205
34.067324_0.226923_0.606061,1.4365207614
16.706065_0.242718_0.979167,2.0504232102
27.891947_0.314961_0.547619,1.5748236797
34.178508_0.302326_0.525000,1.6333104454
29.805335_0.373626_0.951613,2.5847798071
30.096559_0.339450_0.788462,1.6896502788
32.298027_0.233083_0.531250,1.4728542496
27.122842_0.263636_0.869565,1.9742970149
21.658687_0.338710_0.966102,2.4102154606
27.404050_0.224138_0.850000,1.8600138818
32.877677_0.327103_0.826923,1.7025318133
32.136845_0.314286_0.865385,1.9673849223
28.229520_0.262295_0.700000,1.4938370794
28.049758_0.255725_0.542857,1.4449086983
33.081083_0.308696_0.744681,1.6217686836
27.409661_0.277778_0.875000,1.9329869183
30.940135_0.308594_0.536585,1.5710512864
32.402774_0.231092_0.794872,1.6933684979
28.893651_0.349057_0.814815,1.8139890072
17.666057_0.257282_0.959184,2.1619299339
33.802246_0.328947_0.734694,1.6231105116
27.199690_0.296875_0.550000,1.4882748114
26.082973_0.323009_0.755102,1.5876774164
22.090886_0.330097_0.870370,1.8910728289
22.919585_0.279412_0.941176,2.1441154849
25.661670_0.313953_0.512195,1.5932238356
19.877570_0.318182_0.927273,2.093528869
29.185235_0.326772_0.534884,1.5748236797
29.900132_0.291667_0.857143,1.9736053409
31.585684_0.250000_0.913043,2.2348718309
33.617841_0.262500_0.731707,1.5885595943
30.781089_0.325000_0.652174,1.5756081285
31.768771_0.250000_0.529412,1.4728542496
22.358492_0.368421_0.916667,2.1801808829
18.033230_0.333333_0.910714,2.023100309
27.707473_0.300971_0.903846,2.2363630938
31.802168_0.300971_0.903846,2.1631618882
25.003568_0.290179_0.808511,1.6420769131
34.584934_0.353448_0.680000,1.6547506213
22.022399_0.280000_0.961538,2.2591287204
22.444144_0.288660_0.981481,2.2479844229
33.892460_0.358974_0.660000,1.6850036538
30.874332_0.296875_0.550000,1.5784434885
33.365226_0.298387_0.619048,1.5739937433
33.881666_0.181818_0.852941,1.675257288
17.648091_0.318182_0.927273,2.0281934697
29.021467_0.329268_0.600000,1.6039811801
29.687518_0.348361_0.595745,1.6039811801
31.673365_0.250000_0.684211,1.4468092444
30.568930_0.365979_0.898305,2.0734690965
30.060635_0.330579_0.630435,1.6064508848
33.298140_0.353211_0.773585,1.6870260648
34.893331_0.338235_0.872727,2.1178067974
33.093948_0.393617_0.903226,2.1935843962
28.598081_0.278626_0.513514,1.5467970282
33.314635_0.250000_0.837209,1.8559323527
34.368644_0.366667_0.967742,2.5206500251
32.892302_0.375000_0.900000,2.3075591705
32.979624_0.295000_0.943396,2.4694291824
34.628796_0.376238_0.844828,1.9421521345
34.270833_0.272277_0.960784,2.4115249591
32.245023_0.225410_0.756757,1.557811396
33.702391_0.344660_0.854545,1.946899424
21.644794_0.270642_0.872340,1.7674999025
33.097865_0.355000_0.877193,2.0371431302
24.611725_0.270642_0.872340,1.8895446344
25.666076_0.390110_0.936508,2.4274158433
18.497819_0.250000_0.979592,2.0649592729
20.062261_0.304124_0.963636,2.2294546603
31.834814_0.321739_0.729167,1.6217686836
34.096240_0.237903_0.702703,1.5297329603
34.040196_0.256098_0.692308,1.496745649
27.277449_0.264151_0.916667,2.1522416413
25.482474_0.310811_0.795918,1.6884912375
33.604954_0.250000_0.648649,1.4860277243
32.976760_0.273077_0.540541,1.5727063138
29.817812_0.255906_0.621622,1.476648368
32.929872_0.341837_0.912281,2.2589891046
28.721167_0.301980_0.924528,2.1290953089
17.156919_0.288660_0.981481,2.2157971822
31.233810_0.305556_0.840000,1.9791956079
27.276977_0.373626_0.951613,2.470900788
30.637716_0.256410_0.785714,1.6242802068
21.653021_0.313084_0.843137,1.8910728289
16.368652_0.257282_0.959184,2.0814798022
33.851719_0.256881_0.891304,2.0381879508
23.218944_0.310000_0.925926,2.2604808533
16.488092_0.235577_0.978723,2.0814798022
26.990826_0.375000_0.900000,2.1779074229
30.821170_0.360656_0.583333,1.6802970972
19.440893_0.343750_0.931034,2.1360921593
26.103592_0.350515_0.913793,2.1636452154
21.726115_0.318182_0.927273,2.0825176368
32.558534_0.359375_0.915254,2.2598036891
27.474777_0.330097_0.870370,1.9042907197
33.697183_0.364000_0.531915,1.7376382067
24.523347_0.350000_0.983607,2.4354426512
30.793090_0.261364_0.514286,1.5600920938
32.096497_0.279412_0.941176,2.3588532427
34.681474_0.373626_0.951613,2.599495564
31.769365_0.367647_0.842105,1.7988238731
29.438300_0.331933_0.659574,1.5767285516
33.064119_0.370968_0.934426,2.3075591705
23.756582_0.304545_0.816327,1.6972687654
29.997277_0.400000_0.937500,2.4074046319
27.196230_0.275862_0.772727,1.5994679263
32.439423_0.237903_0.702703,1.4824691163
23.369153_0.308824_0.905660,2.1729776198
31.792502_0.333333_0.910714,2.2598036891
28.071462_0.301724_0.739130,1.5724353231
24.190015_0.277273_0.851064,1.9187390072
29.600228_0.290179_0.808511,1.7436356012
29.016185_0.350515_0.913793,2.2937188524
32.057039_0.315789_0.750000,1.6176587556
32.827472_0.322581_0.590909,1.6170310813
34.344425_0.315534_0.886792,2.1178067974
26.537057_0.344660_0.854545,1.9042907197
33.314834_0.238806_0.500000,1.5567834333
24.558482_0.334906_0.830189,1.8489589908
28.285328_0.316964_0.775510,1.6705431094
34.988258_0.331818_0.784314,1.705485104
28.161111_0.304878_0.627907,1.5291399064
33.591717_0.271845_0.940000,2.2129140824
27.946357_0.328000_0.568182,1.5748236797
33.335872_0.304124_0.963636,2.4716054869
31.734240_0.237069_0.829268,1.8096799792
34.908609_0.302632_0.765957,1.6806067921
32.387202_0.349558_0.725490,1.6362775843
33.632577_0.226923_0.606061,1.4419347394
32.829559_0.263889_0.893617,2.0020535603
32.645281_0.257282_0.959184,2.462954786
29.883955_0.225806_0.722222,1.47054281
34.609930_0.291339_0.575000,1.5790161677
33.769329_0.321739_0.729167,1.6345640644
27.225422_0.336538_0.851852,1.9152732998
29.189285_0.278626_0.513514,1.5393746418
27.304006_0.321739_0.729167,1.5644086815
30.708418_0.359551_0.983871,2.6558980219
34.968124_0.300000_0.681818,1.5565839866
30.216793_0.390110_0.936508,2.4192138259
34.971266_0.357143_0.730769,1.7029412743
32.959540_0.270642_0.872340,2.0916954472
29.018683_0.294118_0.704545,1.4938370794
31.347812_0.283784_0.829787,1.7776222749
29.583455_0.244186_0.600000,1.4453744688
31.901323_0.301724_0.739130,1.6217686836
29.362984_0.231707_0.729730,1.4491050283
22.708286_0.235577_0.978723,2.1276317716
33.009999_0.278626_0.513514,1.5937469893
30.874304_0.372449_0.881356,2.1713549903
33.802664_0.269912_0.822222,1.7653247172
34.365200_0.372951_0.571429,1.7320587343
26.675130_0.311927_0.820000,1.7510938112
26.567442_0.236111_0.933333,2.1421076888
32.557500_0.350394_0.511111,1.6964423027
34.919366_0.361386_0.859649,1.8691512995
28.829542_0.315789_0.750000,1.6251907431
25.865777_0.263889_0.893617,1.9922741237
23.340807_0.250000_0.888889,1.9570809971
29.469234_0.250000_0.717949,1.5119705524
34.582052_0.284615_0.526316,1.6391662068
32.622301_0.310811_0.795918,1.7341812094
32.254688_0.362832_0.711538,1.6398066472
28.167866_0.291339_0.575000,1.5395431274
33.260805_0.263158_0.818182,1.7827151973
26.836820_0.306723_0.688889,1.5079132018
18.367079_0.257009_0.914894,1.9562948648
33.222882_0.291339_0.575000,1.5790161677
33.442967_0.238281_0.628571,1.4712109736
32.890797_0.360656_0.583333,1.6659606153
34.579342_0.274194_0.650000,1.5419073215
23.475475_0.236111_0.933333,2.1365572425
25.720144_0.296460_0.787234,1.6744704346
24.330099_0.340000_0.892857,2.1636452154
23.641531_0.294118_0.923077,2.1729776198
30.162023_0.352941_0.857143,1.9513365732
29.227365_0.287879_0.962264,2.3058993204
33.571319_0.237288_0.800000,1.6415259518
31.983306_0.319588_0.946429,2.4144295948
31.755059_0.349057_0.814815,1.7988238731
22.062636_0.357143_0.967213,2.3677169107
27.600041_0.319588_0.946429,2.2937188524
33.948998_0.273438_0.578947,1.5790161677
31.042204_0.365854_0.562500,1.6802970972
31.434438_0.315789_0.750000,1.6290229297
33.583111_0.325000_0.652174,1.5853459911
32.543680_0.274590_0.682927,1.5191745182
33.811419_0.279070_0.552632,1.5790161677
29.149239_0.338983_0.666667,1.5709519261
19.269461_0.301980_0.924528,2.093528869
19.603017_0.295918_0.962963,2.2597471125
17.490872_0.343750_0.931034,2.0186373629
26.170054_0.305556_0.840000,1.763239293
23.653873_0.314286_0.865385,1.9083819137
22.203378_0.357143_0.896552,2.0880777945
29.727355_0.284615_0.526316,1.5467970282
29.067295_0.330357_0.760000,1.6271680514
34.993632_0.271028_0.895833,2.1240793273
31.905298_0.238095_0.666667,1.4771183649
32.391383_0.446429_0.956522,2.6802001557
31.536428_0.442857_0.737705,1.7164932351
32.733710_0.453125_0.830769,1.8387296153
32.662916_0.434211_0.631579,1.7365842256
25.389652_0.262712_0.761905,1.554535994
25.045267_0.524390_0.918919,2.2823155941
29.981996_0.420792_0.803279,1.7473873465
21.622756_0.445652_0.878788,2.015570499
30.800777_0.431034_0.607143,1.7158402106
20.008902_0.406593_0.921875,2.2109889161
28.486987_0.490826_0.650794,1.7251158661
20.520920_0.378378_0.722222,1.5187943141
34.479919_0.462264_0.709677,1.7781520971
22.010074_0.402439_0.529412,1.5923579901
25.239504_0.339450_0.788462,1.6884912375
30.639226_0.437500_0.925373,2.477650121
24.718006_0.457143_0.725806,1.6366797024
27.173548_0.363208_0.800000,1.7148175316
28.999983_0.509901_0.731343,1.7196194077
30.816867_0.521277_0.800000,1.8261854218
29.429404_0.522727_0.615385,1.7691706372
31.132203_0.442857_0.737705,1.72124207
34.440994_0.519417_0.701493,1.8079469344
34.947117_0.477064_0.661290,1.793647722
30.621399_0.445946_0.661017,1.7137380854
25.681546_0.421875_0.857143,1.9457791606
20.929368_0.378049_0.551020,1.5271355107
30.560680_0.441860_0.941176,2.4651049653
27.183738_0.362500_0.612245,1.599678634
18.563531_0.512500_0.945946,2.4183885195
34.336649_0.487342_0.972603,2.6699030024
